record,timestamp,CPU_ALL:User%,CPU_ALL:Sys%,MEM:memtotal,MEM:active,MEM:inactive,NET:eno1-write-KB/s,NET:eno1-read-KB/s,NET:eno2-write-KB/s,NET:eno2-read-KB/s,DISKREAD:sda,DISKREAD:sdb,DISKREAD:sdc,DISKREAD:sdd,DISKWRITE:sda,DISKWRITE:sdb,DISKWRITE:sdc,DISKWRITE:sdd
1422,1620925747,138.69999999999996,31.299999999999997,2849368.699999997,1027821.9,1102286.5000000002,654.7000000000002,703.9,0.0,0.0,0.0,0.0,0.0,0.0,1876.4,0.0,11.9,43.9
1423,1620925748,143.70000000000002,29.5,2849368.699999997,1027808.9999999999,1102287.3,861.5,4363.399999999999,0.0,0.0,4.0,0.0,0.0,0.0,2827.1000000000004,0.0,103.8,0.0
1424,1620925749,135.1,28.4,2849368.699999997,1027787.6000000001,1102287.7,538.0,601.8,0.0,0.0,0.0,0.0,0.0,0.0,1362.2000000000005,0.0,593.0,18.3
1425,1620925750,137.79999999999998,28.500000000000004,2849368.699999997,1027779.1000000001,1102288.3,479.3000000000001,497.70000000000005,0.0,0.0,0.0,0.0,0.0,0.0,1375.2999999999997,0.0,349.8999999999999,0.0
1426,1620925751,140.2,33.4,2849368.699999997,1027773.6000000001,1102288.7000000002,434.7000000000001,528.4999999999999,0.0,0.0,0.0,0.0,0.0,0.0,2335.8,0.0,43.9,0.0
1427,1620925752,140.90000000000003,31.60000000000001,2849368.699999997,1027765.4999999999,1102289.0,1786.0000000000002,5516.5,0.0,0.0,0.0,0.0,0.0,0.0,2391.7000000000007,0.0,11.9,0.0
1428,1620925753,142.79999999999998,29.0,2849368.699999997,1027747.6,1102289.2000000002,1452.4,641.3000000000001,0.0,0.0,0.0,0.0,0.0,0.0,1321.5000000000002,0.0,151.70000000000002,0.0
1429,1620925754,135.79999999999998,29.39999999999999,2849368.699999997,1027746.7999999998,1102289.9,1715.3000000000004,661.5,0.0,0.0,0.0,0.0,0.0,0.0,1032.3,0.0,494.3999999999999,11.0
1430,1620925755,138.29999999999998,29.699999999999996,2849368.699999997,1027764.0,1102290.4999999998,1340.2000000000005,708.1000000000001,0.0,0.0,4.0,0.0,0.0,0.0,1814.7,0.0,456.4999999999999,0.0
1431,1620925756,131.1,24.9,2849368.699999997,1027793.1999999998,1102283.4,553.5999999999999,511.80000000000007,0.0,0.0,0.0,0.0,0.0,0.0,3034.1,0.0,47.9,0.0
1432,1620925757,134.60000000000002,29.3,2849368.699999997,1027772.9999999999,1102283.5999999999,560.5000000000002,563.6,0.0,0.0,0.0,0.0,0.0,0.0,2000.3000000000004,0.0,91.69999999999999,0.0
1433,1620925758,138.4,31.999999999999993,2849368.699999997,1027736.1000000001,1102284.2,1588.1,1010.8999999999999,0.0,0.0,0.0,0.0,0.0,0.0,1908.7000000000003,0.0,95.8,0.0
1434,1620925759,136.4,27.8,2849368.699999997,1027735.6,1102284.7000000002,514.4000000000001,447.1999999999998,0.0,0.0,0.0,0.0,0.0,0.0,1998.0000000000005,0.0,400.6,11.2
1435,1620925760,140.7,31.0,2849368.699999997,1027800.4000000001,1102285.1,882.6,7656.800000000002,0.0,0.0,1.0,0.0,0.0,0.0,2873.9,0.0,373.09999999999985,0.0
